Brian Levant committed many unforgivable acts in his career ,CAST#PERFORMANCE,Negative
" mystifying popularity of Adam Sandler, who has never done anything worthy ",CAST#PERFORMANCE,Negative
Madea is vindictive,CAST#PERFORMANCE,Negative
" violent and horribly unfunny acting,",CAST#PERFORMANCE,Negative
Michael Madsen have appeared in  films dragging themselves down to depths ,CAST#PERFORMANCE,Negative
no sense of humour acting,CAST#PERFORMANCE,Negative
"unlikable characters,",CAST#PERFORMANCE,Negative
 Incomprehensible and repeated fight scenes,CAST#PERFORMANCE,Negative
Exceptionally poor dialog in the screenplay,CAST#PERFORMANCE,Negative
Full of mistakes and Weaknesses in action,CAST#PERFORMANCE,Negative
Most Overrated action,CAST#PERFORMANCE,Negative
horrible cheesy Dialogs and Cartoonish action,CAST#PERFORMANCE,Negative
totally wasted. actions,CAST#PERFORMANCE,Negative
it was just pathetic.,CAST#PERFORMANCE,Negative
real tragedy in this action scenes,CAST#PERFORMANCE,Negative
I'm extremely disappointed  in the actions,CAST#PERFORMANCE,Negative
the lack of action,CAST#PERFORMANCE,Negative
looks confused,CAST#PERFORMANCE,Negative
Terrible acting,CAST#PERFORMANCE,Negative
there was too much action scenes ,CAST#PERFORMANCE,Negative
 ruined characters,CAST#PERFORMANCE,Negative
You just had sad characters crying for the first two hours.,CAST#PERFORMANCE,Negative
poor performances. ,CAST#PERFORMANCE,Negative
boring nonsense performanace of actors!,CAST#PERFORMANCE,Negative
waste of good character development,CAST#PERFORMANCE,Negative
 Such a shame actions.,CAST#PERFORMANCE,Negative
disgusting action,CAST#PERFORMANCE,Negative
 not realistic at all of acting,CAST#PERFORMANCE,Negative
DISAPPOINTED actions,CAST#PERFORMANCE,Negative
This was more like a soap than action,CAST#PERFORMANCE,Negative
disguested. i feel lead on acting,CAST#PERFORMANCE,Negative
"The actions was so ridiculous,",CAST#PERFORMANCE,Negative
utter trash acting,CAST#PERFORMANCE,Negative
Nothing special in acting,CAST#PERFORMANCE,Negative
The acting is not decent,CAST#PERFORMANCE,Negative
"This was a horrible, boring acting",CAST#PERFORMANCE,Negative
the characters has to be suffering in hell seeing how their creations were terribly undermined,CAST#PERFORMANCE,Negative
very poor characters,CAST#PERFORMANCE,Negative
Professor hulk was just a boring character.,CAST#PERFORMANCE,Negative
so many less talented actors,CAST#PERFORMANCE,Negative
Ruined Characters,CAST#PERFORMANCE,Negative
" I hate the actor,",CAST#PERFORMANCE,Negative
the most dire acting,CAST#PERFORMANCE,Negative
there is such a thing as bad comedy acting,CAST#PERFORMANCE,Negative
bad acting,CAST#PERFORMANCE,Negative
overreacting,CAST#PERFORMANCE,Negative
bad comedy acting.,CAST#PERFORMANCE,Negative
shitpost acting.,CAST#PERFORMANCE,Negative
Adam Sandler does shitty comedy tho,CAST#PERFORMANCE,Negative
over exaggerated acting,CAST#PERFORMANCE,Negative
Chappie aren't actually actors,CAST#PERFORMANCE,Negative
They were still hired as actors and acted poorly.,CAST#PERFORMANCE,Negative
so unrealistic,CAST#PERFORMANCE,Negative
There is no character development. ,CAST#PERFORMANCE,Negative
"Acting extremely sub-par,",CAST#PERFORMANCE,Negative
the person who played Ben is honestly the worst actor I have ever seen,CAST#PERFORMANCE,Negative
Characters endlessly wallowing in misery,CAST#PERFORMANCE,Negative
My god what rubbish acting.,CAST#PERFORMANCE,Negative
the worst talent which gives them the worst title.,CAST#PERFORMANCE,Negative
I believe actor's career might actually end because of it.,CAST#PERFORMANCE,Negative
not even a slight giggle from any audience member in the theater. ,CAST#PERFORMANCE,Negative
his acting made it seem like he was forced at gun point to do this movie.,CAST#PERFORMANCE,Negative
god awful,CAST#PERFORMANCE,Negative
exhausting acting,CAST#PERFORMANCE,Negative
"unfunny, awkward, unrealistic acting",CAST#PERFORMANCE,Negative
 the supposedly funny acting turned out to be dull,CAST#PERFORMANCE,Negative
 acting turned out to be awkward,CAST#PERFORMANCE,Negative
Her character was one dimensional and boring. ,CAST#PERFORMANCE,Negative
ridiculous,CAST#PERFORMANCE,Negative
actors to the almighty squawking of Jill Adam Sandler.,CAST#PERFORMANCE,Negative
nothing about her really makes any sort of logical sense. ,CAST#PERFORMANCE,Negative
Jill doesn't portray on screen and we are never shown,CAST#PERFORMANCE,Negative
all we are shown is the mean and manipulative Jill,CAST#PERFORMANCE,Negative
displays of uncharacteristic skills,CAST#PERFORMANCE,Negative
 man is this movie awful. ,CAST#PERFORMANCE,Negative
Sandler's interpretation of a female voice is so bad,CAST#PERFORMANCE,Negative
annoying it makes you want to punch him,CAST#PERFORMANCE,Negative
"Adam Sandler playing a woman who looks nothing like Adam Sandler,",CAST#PERFORMANCE,Negative
this actor definitely was a sham,CAST#PERFORMANCE,Negative
this actress definitely was a sham,CAST#PERFORMANCE,Negative
The acting is awful. ,CAST#PERFORMANCE,Negative
Sandler's performance is samey and irritating throughout.,CAST#PERFORMANCE,Negative
characters are very annoying ,CAST#PERFORMANCE,Negative
"The dialogue is atrocious,",CAST#PERFORMANCE,Negative
I've lost all respect for actor,CAST#PERFORMANCE,Negative
He plays the same character in every film.,CAST#PERFORMANCE,Negative
"actors in this, and it's really sad to see them become prostitutes,",CAST#PERFORMANCE,Negative
Skip this woeful hyped up trash playing,CAST#PERFORMANCE,Negative
it is actually a sleeping pill action,CAST#PERFORMANCE,Negative
action in it 95% of movie contained no action,CAST#PERFORMANCE,Negative
There is no individual action scene,CAST#PERFORMANCE,Negative
 overall mind numbing silly actions,CAST#PERFORMANCE,Negative
"Hulk, a strong,manly hero was reduced to a teddy bear. ",CAST#PERFORMANCE,Negative
Would like to see a shower scene but just for the bubbles not for the actors. ,CAST#PERFORMANCE,Negative
So much boring no action garbage.,CAST#PERFORMANCE,Negative
Acting is really bad too,CAST#PERFORMANCE,Negative
 High-end special effects cannot save acting,CAST#PERFORMANCE,Negative
they were lazy actors,CAST#PERFORMANCE,Negative
he was even more useless in this film than in the previous film!,CAST#PERFORMANCE,Negative
exhausting actions,CAST#PERFORMANCE,Negative
actor cannot even speak well,CAST#PERFORMANCE,Negative
ridiculous performances by some ridiculous actors,CAST#PERFORMANCE,Negative
of course they are not actors,CAST#PERFORMANCE,Negative
Hey characters... You SUCK.,CAST#PERFORMANCE,Negative
so much childish acting,CAST#PERFORMANCE,Negative
sentimental and tedious character development twaddle including flashbacks.,CAST#PERFORMANCE,Negative
is paris hilton even an actor？？？are u kidding,CAST#PERFORMANCE,Negative
very poor characters,CAST#PERFORMANCE,Negative
"she's trying so hard to show emotions, but can't.",CAST#PERFORMANCE,Negative
t's like some kind of facial paralysis,CAST#PERFORMANCE,Negative
ass shit performance! ,CAST#PERFORMANCE,Negative
a crap actor,CAST#PERFORMANCE,Negative
plenty of bad black actors in Hollywood.,CAST#PERFORMANCE,Negative
She can't act ,CAST#PERFORMANCE,Negative
these people are not actors,CAST#PERFORMANCE,Negative
she  can't act :/,CAST#PERFORMANCE,Negative
it's great movie and wonderful acting by joaquin phoenix,CAST#PERFORMANCE,Positive
 top form joachim phoenix lift the film above the usual genre fair and only occasionally overblown direction and a clunky,CAST#PERFORMANCE,Positive
"phoenix is freakin good, i liked much his laugh.",CAST#PERFORMANCE,Positive
 joaquin phoenix was good in this dark character and i hope he will be nominated for oscar 2020.,CAST#PERFORMANCE,Positive
the performance of joaquin phoenix was iconic ,CAST#PERFORMANCE,Positive
really the acting of joachim phoenix deserves all the greetings for this movie that are heard thought these days.,CAST#PERFORMANCE,Positive
joaquin phoenix's acting was excellent for the role he portrayed.,CAST#PERFORMANCE,Positive
i watched joker i enjoyed the acting of joaquin phoenix.,CAST#PERFORMANCE,Positive
"i thought the killing was harsh, but joaquin phoenix's comedic moments were actually laughable.",CAST#PERFORMANCE,Positive
 the performance of joaquin phoenix is breathtaking and deserves an oscar. ,CAST#PERFORMANCE,Positive
cast were great.,CAST#PERFORMANCE,Positive
"i sleep it's boring more then "" ad astra "" i like the actor he's good",CAST#PERFORMANCE,Positive
actor joaquin phoenix should be given oscar award in the villain category for his intensity and specially his laugh.the movie overall is very good everybody should go watch it.,CAST#PERFORMANCE,Positive
"if we put  the amazing acting,  it's an enormously important movie for our time. ",CAST#PERFORMANCE,Positive
"the top being joaquin phoenix's acting, did not quite impress me the way it impressed most people.",CAST#PERFORMANCE,Positive
.it's pretty intense and disturbingjoaquin phoenix's performance cons when it chooses to be a character study,CAST#PERFORMANCE,Positive
"joaquin phoenix ?????? no words can describe his acting, he deserves an oscar for this role. ",CAST#PERFORMANCE,Positive
his acting in the movie is chilling,CAST#PERFORMANCE,Positive
. joaquin was nothing short of extraordinary as an actor. ,CAST#PERFORMANCE,Positive
 i agree with everyone saying actor deserves an oscar for this riveting/painfully intense character study. ,CAST#PERFORMANCE,Positive
" kudos to joaquin phoenix , he truly deserves an oscar for his fantastic portrayal of the joker.",CAST#PERFORMANCE,Positive
 acting  are so perfect,CAST#PERFORMANCE,Positive
as soon i heard about this project having phoenix cast for this i was thrilled. i was sure off joaquin phoenix would be a terrific asset to perform this role.,CAST#PERFORMANCE,Positive
"what an acting performance,",CAST#PERFORMANCE,Positive
what a hell of a acting performance.,CAST#PERFORMANCE,Positive
loved this talented acting from the start.,CAST#PERFORMANCE,Positive
. making special effects secondary and actors pure talent primary! ,CAST#PERFORMANCE,Positive
" i honestly forgot during the movie that i was watching an actor and not a really mentally disturbed person. his movements, his expressions , his laughter and the way he talked deeply unnerved me .",CAST#PERFORMANCE,Positive
i feel i have to comment and applaud the brilliance of the actor called joaquin phoenix.,CAST#PERFORMANCE,Positive
phoenix is great ,CAST#PERFORMANCE,Positive
 he over acts and is not good at his trade.,CAST#PERFORMANCE,Positive
" if phoenix wins an award, just shows how screwed up the system is",CAST#PERFORMANCE,Positive
". joaquin phoenix is a terrible actor.. heath ledger put his heart in to this same character, not to be said about phoenix.",CAST#PERFORMANCE,Positive
 it lacked the elegance and evil present in silence of the lambs as phoenix is no hopkins and phillips no demme,CAST#PERFORMANCE,Positive
just being an average actor,CAST#PERFORMANCE,Positive
.the acting is excellent,CAST#PERFORMANCE,Positive
 deserves an oscar for his acting performance.,CAST#PERFORMANCE,Positive
 i think people are confusing a great acting performance,CAST#PERFORMANCE,Positive
the greatest characters of all time.,CAST#PERFORMANCE,Positive
"quintessential disturbed man becoming a killer. very predictable, seems forced and cliched to the point of desperately trying to beat heath ledger's performance. also, a tad presumptuous and pseudo-philosophical. phoenix has acted well but literally no other take home.",CAST#PERFORMANCE,Positive
see this movie for joaquin phoenixs ghastly transformation and overall delivery - oscar worthy for sure,CAST#PERFORMANCE,Positive
"better joker acting jared leto. thrilling, nice joker i like it.",CAST#PERFORMANCE,Positive
"phoenix has given the performance , joker deserves.",CAST#PERFORMANCE,Positive
so many successful maniacal way's from actors ,CAST#PERFORMANCE,Positive
 best actor award goes to joaquin phoenix ,CAST#PERFORMANCE,Positive
great acting performance,CAST#PERFORMANCE,Positive
"casting choice of joaquin phoenix had me intrigued from the beginning, he is one of my favourite actors.",CAST#PERFORMANCE,Positive
" i by no means condone the criminal actions displayed in the film but at a movie review point of view, i was hooked from the beginning",CAST#PERFORMANCE,Positive
" he was absolutely phenomenal, i had to keep reminding myself that he is acting, i was blown away. de niro is also great, for the limited scenes he is in, he shines as expected. ",CAST#PERFORMANCE,Positive
the movie is masterpiece and first of it's kind....joaquin performance is unbelievable and give the movie different taste ...very recommended,CAST#PERFORMANCE,Positive
it is probably the biggest compliment to joaquin phoenix to say that his performance is certainly comparable ,CAST#PERFORMANCE,Positive
 if you want to see a great acting performance then you'll be hard pushed to beat joaquin phoenix in 2019.,CAST#PERFORMANCE,Positive
brilliantly shot and acted,CAST#PERFORMANCE,Positive
phoenix performance in this movie is beyond mind blowing on top of the movie itself being intresting,CAST#PERFORMANCE,Positive
"a great, dark film with the best acting coming from phoenix.",CAST#PERFORMANCE,Positive
joaquin phoenix is such a great actor ,CAST#PERFORMANCE,Positive
 joaquin phoenix's mimicry was superb too. overall i'm very pleased i watched this when it premiered.,CAST#PERFORMANCE,Positive
nobody is surprised that joaquin phoenix was up for taking on the role.,CAST#PERFORMANCE,Positive
 he's a phenomenal actor with an impressive range,CAST#PERFORMANCE,Positive
 you a great actor anyways,CAST#PERFORMANCE,Positive
 that joaquin phoenix was trying too hard,CAST#PERFORMANCE,Positive
joaquin phoenix my god how he mastered the art of acting,CAST#PERFORMANCE,Positive
joaquin phoenix delivers the part fantastically. everything down to his run is done with character. ,CAST#PERFORMANCE,Positive
"a great film. phoenix portrays the joker in a mesmerising, ledger-esque way.",CAST#PERFORMANCE,Positive
the actor is impressive,CAST#PERFORMANCE,Positive
"the acting by phoenix is unbelievable, i have never seen a performance so complete, he is able to convey so much depth throughout his performance. ",CAST#PERFORMANCE,Positive
"giving life to this eccentric character, joaquin phoenix fills the screen with outlandish movement and crazed laughter only for it to be tempered with majestic poise",CAST#PERFORMANCE,Positive
oscar worthy performance by phoenix as the joker,CAST#PERFORMANCE,Positive
thats called realism. worth watching every second. bow to phoenix,CAST#PERFORMANCE,Positive
 phoenix is astounding and the storyline carries this as one of the most dominant of the dc movies..,CAST#PERFORMANCE,Positive
joaquin phoenix's acting performance was beautiful,CAST#PERFORMANCE,Positive
 if joaquin doesn't get an oscar it will be because of too many snowflake on the panel.,CAST#PERFORMANCE,Positive
literally one of the best films ive seen joaquin phoenix deserves atleast a few oscars for this.,CAST#PERFORMANCE,Positive
"masterfully played by joaquin phoenix,",CAST#PERFORMANCE,Positive
"i've had this movie on my watchlist for a year and, as a fan of the comics, cartoons and movies, i couldn't wait to see it. but after seeing it, i was a bit disappointed.what did i like about the movie:*great acting. joaquin's performance is so good, it's a bit worrying...*the style of filming fits perfectly with the story and manages to give you that feeling of mystery, sadness, cringing and chaos as you would expect in a movie about the joker.*there have been movies that absolutely nailed it when it comes to use of music/audio. movies where the sound just perfectly compliments the scene. i can't say that that was the case here throughout the movie, but there were certainly some moments that were made unforgettable due to the good use of audio.*the movie has a very powerful ending. i won't spoil it, but as a fan, it definitely put a smile on my face.what i didn't like about the movie:*there was one thing i really missed in this movie, and that was the truly dark side of the joker. although the movie has greatly managed to take a character of fiction and make him realistic, i believe it also took away the true villain. throughout the movie i was on the edge of my seat, waiting for the moment that we would finally see the joker become a truely dark and twisted man. no logic, just crazy evil and out of control. and for some brief moments, i think i caught a glimpse. but if only we got to see a bit more of that. the final transformation after which the connection with the character turns into something dark that no one could explain or relate to anymore. it was right there, but we didn't get to see it.*there doesn't seem to be much connection with the batman stories or characters. if you're making a movie about the joker, you (in essence) need to set out how a man turns from zero to a confident psychotic manipulative criminal mastermind that is aimed at killing batman and creating chaos in gotham, because in the end, that is who the joker is. in this movie however, the arthur fleck is (even in the end) a sick, weak, old, unstable, insecure and sometimes just depressing person, who unwillingly managed to create some chaos and seems to have no motivation for anything. that is not the joker at his finest.all in all, i would definitely recommend any fan to go see this movie. if you're not a fan, the movie might seem more like an intense, realistic and sad documentary of how a man goes mad... and you should only go see it if you're into that.",CAST#PERFORMANCE,Positive
joaquin phoenix has made the joker character his own and has made a masterpiece out if it.,CAST#PERFORMANCE,Positive
joaquin phoenix shows his full range in this performance proving that he is the joker,CAST#PERFORMANCE,Positive
hard to conceive of his actions and reactions,CAST#PERFORMANCE,Positive
phoenix is masterful as fleck. he makes the viewer feel his pain and desperation,CAST#PERFORMANCE,Positive
joaquin phoenix he deserves an oscar for acting,CAST#PERFORMANCE,Positive
the majority of the action that is *positive* in any way for arthur fleck is at the last half hour. ,CAST#PERFORMANCE,Positive
the actors were all stunning,CAST#PERFORMANCE,Positive
" joaquin phoenix plays the best role of his career so far, and makes the character come alive.",CAST#PERFORMANCE,Positive
this movie is great and joaquin is amazing. ,CAST#PERFORMANCE,Positive
"i dont understand when they say people walked out. i have seen more disturbing movies than this. no sure what that trend is to walk out of joker.dont expect the joker of batman of just killing and killing. this is different!also, people say that the movie promotes violence. what about the rest of the movies? they dont?in this movie you can actually see what might happen to people when society forgets about them, when they get betrayed or bullied.outstanding performance by joaquin and he deserves an oscar. im expecting a controversy on this and because the academy is how it is, they might not let it be on the oscars just because people complain.overall a great movie with great acting.",CAST#PERFORMANCE,Positive
!joaquin phoenix showed the oscarworthy and devastating performance!,CAST#PERFORMANCE,Positive
 phoenix is inspiring but the joker is motivational.,CAST#PERFORMANCE,Positive
"i will keep it short and sweet-fantastic acting, ",CAST#PERFORMANCE,Positive
joaquin did a marvellous job and deserves a oscar for acting,CAST#PERFORMANCE,Positive
thank you mr. de niro for your appearance that always makes the difference. ,CAST#PERFORMANCE,Positive
 mr.joaquin with an exceptional performance and great character ,CAST#PERFORMANCE,Positive
"the actors was able to fill me with 100 different types of emotion and help me to remember the feeling i felt when i read ""the end"".",CAST#PERFORMANCE,Positive
i have just witnessed a masterpiece of an acting!,CAST#PERFORMANCE,Positive
the acting by joaquin phoenix is phenomenal and should nab him the oscar. ,CAST#PERFORMANCE,Positive
 phoenix did such a great job by acting. ,CAST#PERFORMANCE,Positive
 joaquin get his first oscar and joaquin is the best thing in the movie ,CAST#PERFORMANCE,Positive
 jaoquin not to play joker agin not in standalone or in batman movies,CAST#PERFORMANCE,Positive
who is played masterfully by joaquin phoenix,CAST#PERFORMANCE,Positive
joaquin phoenix into the pantheon of amazing performances,CAST#PERFORMANCE,Positive
the performance from phoenix and cinematography done in this film is nothing short of impressive,CAST#PERFORMANCE,Positive
phoenix is undeniably impressive in this performance ,CAST#PERFORMANCE,Positive
 phoenix's performance is out of the question. great casting choice.,CAST#PERFORMANCE,Positive
. joaquin phoenix plays the transformation of the main character from a troubled misfit to a master criminal like non other ive seen,CAST#PERFORMANCE,Positive
an outstanding and amazing performance by joaquin phoenix.,CAST#PERFORMANCE,Positive
"a new view of the clown prince of crime, stunning performance phoenix!",CAST#PERFORMANCE,Positive
joaquin phoenix's portrayal of joker is impressive. i recommend it 100%.,CAST#PERFORMANCE,Positive
joaquin phoenix embraces the role and owns it,CAST#PERFORMANCE,Positive
here's to a best picture and best actor nomination,CAST#PERFORMANCE,Positive
fantastic. the performance from phoenix was just outstanding. congratulations.,CAST#PERFORMANCE,Positive
an absolute masterpiece. joaquin pheonix gave an unreal performance,CAST#PERFORMANCE,Positive
phoenix nails this role as joker and he is one of the best joker versions,CAST#PERFORMANCE,Positive
" phoenix was made to play this role, the character is so unsettling and his demonic laugh will stay with you. in the dark knight, heath ledger was playing the joker.",CAST#PERFORMANCE,Positive
the acting dedication that has been presented by joaquin in joker will last and respected for ever.unforgettable performance.,CAST#PERFORMANCE,Positive
phoenix gave a performance that felt like a mixture of heath ledger's joker,CAST#PERFORMANCE,Positive
.however in my opinion this film needs to be nominated for best  actor,CAST#PERFORMANCE,Positive
an exceptional performance from joaquin ,CAST#PERFORMANCE,Positive
(i will lose faith in the oscars if he doesn't win best actor for this!),CAST#PERFORMANCE,Positive
joaquin was phenomenal.,CAST#PERFORMANCE,Positive
joaquin phoenix gave us the a fantastic origin story that will make fans and audience members ecstatic.,CAST#PERFORMANCE,Positive
phoenix's insane performance and dark themes all mixed together to create a dish that leaves a bad feeling in your stomach once devoured.,CAST#PERFORMANCE,Positive
the only other person who makes this film even more insane is the spellbinding performance of joaquin phoenix.,CAST#PERFORMANCE,Positive
 he has proven time and time again what an amazing actor he is but this is something really special. ,CAST#PERFORMANCE,Positive
phoenix makes this depection his own and something with no other actor can replicate. ,CAST#PERFORMANCE,Positive
"as we watch joaquin phoenix's development as a actor, ",CAST#PERFORMANCE,Positive
amazing performance of joaquin phoenix,CAST#PERFORMANCE,Positive
" joaquin pheonix is amazing, a really great actor",CAST#PERFORMANCE,Positive
 phoenix gives an oscar worthy performance,CAST#PERFORMANCE,Positive
terrific performance of joaquin phoenix,CAST#PERFORMANCE,Positive
a truly masterpiece in cinema with a performance for the ages by phenoix.,CAST#PERFORMANCE,Positive
joaquin phoenix's joker is unapologetically raw and satisfyingly shocking,CAST#PERFORMANCE,Positive
wow what an actor! ,CAST#PERFORMANCE,Positive
with a magnificent performance of the daunting character that is the joker,CAST#PERFORMANCE,Positive
phoenix manages to capture the transformation of his character perfectly and with great effect. ,CAST#PERFORMANCE,Positive
the best performance of the 'joker' character! ,CAST#PERFORMANCE,Positive
 the best directing performance in the last 10 years,CAST#PERFORMANCE,Positive
 i almost certainly believe that 100% of the scenes of the film featured 'joaquin phoenix',CAST#PERFORMANCE,Positive
phoenix gives his best performance so far,CAST#PERFORMANCE,Positive
joaquin phoenix's best work ,CAST#PERFORMANCE,Positive
" joaquin phoenix truly captivates this horrific character and gives us a disturbing, oscar worthy performance.",CAST#PERFORMANCE,Positive
the acting....the acting was superb. phoenix did absolutely amazing.,CAST#PERFORMANCE,Positive
joaquin's sublime acting performance ,CAST#PERFORMANCE,Positive
acting at max level! ,CAST#PERFORMANCE,Positive
awesome  casting,CAST#PERFORMANCE,Positive
really brilliant performance by joaquin phoenix as aactor. ,CAST#PERFORMANCE,Positive
joaquÃ­n phoenix is astonishing os crazy is the beat joker in cinema,CAST#PERFORMANCE,Positive
jauquin is incredible. ,CAST#PERFORMANCE,Positive
"this movie exceeded all expectations! even if you're not a comic book fan and don't know who the joker is, this is a great suspenseful movie seeing a man slowly fall into insanity. joaquin phoenix puts shows his method acting at its best and will leave you with your jaw on the floor. absolutely incredible movie and with the movie ticket!",CAST#PERFORMANCE,Positive
best acting from a comic character superb,CAST#PERFORMANCE,Positive
 this is probably one of the best acting to date by joaquin phoenix. ,CAST#PERFORMANCE,Positive
amazing acting by joaquin pheonix.,CAST#PERFORMANCE,Positive
joaquin phoenix  acting  performance is magnificent!! no words to describe it,CAST#PERFORMANCE,Positive
 with that excellent level of acting is a 10/10. ,CAST#PERFORMANCE,Positive
 i know this movie has brilliant actors,CAST#PERFORMANCE,Positive
the movie itself is just as fine as its celebrated star's performance.,CAST#PERFORMANCE,Positive
"he is a real actor, his devotion to the craft is incredible.",CAST#PERFORMANCE,Positive
phoenix has peaked here as  a actor,CAST#PERFORMANCE,Positive
 joaquin phoenix is pheneonal,CAST#PERFORMANCE,Positive
"when i read the comments on pushing the oscar to phoenix or claiming the best movie ever about a comic book, i just feel the movie made all the sense. its a joker assaulted by the desire of becoming a star, and the process of raging against society for not becoming one. dont we live in that world right now? great acting, great soundtrack and beautiful image.but this environment has nothing to do with ledger's joker, in my opinion! totally different movies! enjoy!",CAST#PERFORMANCE,Positive
oscar to phoenix for acting or claiming the best movie ever about a comic book,CAST#PERFORMANCE,Positive
Thanos is a great villain,CAST#PERFORMANCE,Positive
And they did that perfectly with Thanos.,CAST#PERFORMANCE,Positive
Tony is... Actually kinda neat.,CAST#PERFORMANCE,Positive
I'd give it a 10 if they didn't completely screw over the Hulk yet again.,CAST#PERFORMANCE,Positive
"I thought it was a Fantastic Movie. Well done, polished and capped off the Inifinity Saga for the MCU. However, I can only give it a 4/5 stars because I thought Marvel completely botched the ending. If I had done it I would have had Captain America do the Ultimate Snap to destroy Thanos and have Tony walk off into retirement to raise his family. I do understand why they killed Tony, I really do, but that doesn't mean I have to like their decision. If Cap had done the snap it would have allowed both Chris Evans and Robert Downey Jr. to leave the MCU. It would have allowed for a really good end credit scene to set up the next Iron Man in the future!",CAST#PERFORMANCE,Positive
I recently watched this movie again and found that I liked it MUCH better the second time around. Great acting and a great end to the story.,CAST#PERFORMANCE,Positive
"The epic conclusion to an 22 film story arc that started with Iron Man. While the MCU is not perfect, this is by far Marvel's best film so far. The emotionally driven scenes just hits you so hard in both the beginning and the end. The final battle at the end delivers everything fans want, and the fan service is all over. The performances are amazing in these movies as always, the effects are mind blowing, the action sequences are entertaining. For a three hour movie, you definitely won't get bored by this film.",CAST#PERFORMANCE,Positive
"this movie was an incredible wrap up to the first 10 years of the mcu. this movie does INCREDIBLE fan service, and has many flashbacks to previous films. do not watch this movie if you have not seen infinity war! robert downey jr., scarlett johansson, chris evans, mark ruffalo, karen gillan, josh brolin, and zoe saldana are the standouts of the film.",CAST#PERFORMANCE,Positive
"Wish Thanos wasnÃ‚â€™t killed in the beginning but, overall was good.",CAST#PERFORMANCE,Positive
"Great movie, the perfect closing for this amazing phase, and specially a brilliant ending for the legend Iron man, overall is a 90% of 100 and 4.5 stars out of 5",CAST#PERFORMANCE,Positive
"It was a fun film to go see, although the use of time travel and the microverse were not as complicated or extensive as I had hoped they would be. The Hulk was another no show sadly. I felt like they moved a little too fast to get Thanos to earth on the other hand they started the movie off too slow to make room for Miss Marvels entrance. There were also moments of feminist wokeness that made the movie less watchable then it could have been but all in all not a bad effort at all.",CAST#PERFORMANCE,Positive
"Great way to end the storyline of Thanos, brings you everything you expect and more!",CAST#PERFORMANCE,Positive
"Excellent, amazing, and more spectacular. The movie is good for the final epic of Marvel cinematic universe for phase 3. And for Tony Stark "" I so Miss you and may God bless you always """,CAST#PERFORMANCE,Positive
"The best movie in the MCU. It took all the build up from the last 11 years of the MCU and delivered one of the most epic, emotional and crowd-pleasing movies that Marvel has made. No characters feel underutilised, the time-heist is entertaining and has tons of MCU callbacks and Professor Hulk is a great change up for the character. The final battle is one of my favourite scenes in any movie as it takes all the characters we know and love (including Howard the Duck!) into one epic finale against one of the most iconic movie villains ever. Fat Thor is frustrating and Thanos does become very underdeveloped compared to Infinity War, but neither of these complaints really bother me that much. Endgame is incredible!",CAST#PERFORMANCE,Positive
"Having lost someone close to me with the simultaneous mixture of long and drawn out and extremely quickly as certain diseases will do; I found Avengers Endgame difficult to watch but only because it was beautiful and painful.There are two ways to enjoy this movie, one as a fun time heist, throwback, exciting blockbuster with some snappy oneliners and a healthy dose of gloss, the closure of some main character arcs and some significant resolution (although also with a heady dose of sequel potential of course.). The other way to view this movie is a movie in touch with the heart of grief and loss, and also just losing. It's deeply sad throughout and people try to put a brave face on as you do, but grief is no slouch and it clearly takes constant work for them all just to buck up and rally around another one of sad-faced Captain America's many speeches. It all culminates in the death of Iron Man and the eventual death of Captain America and both men get what they want. Lives without all this pain; The burden of responsibility and honour. When Stark dies it's quick but it feels earned, and when Potts leans in to him and allows him to go, he doesn't register anything on his face because he's dying. But you hope he registers it somewhere before he does. I'd need to see it again to appreciate the nuances and the Easter eggs but I was profoundly moved by watching these people (characters) we know well by now, in the kinds of pain we will all go through. And strangely it overtook my experience of the movie but not in a bad way. So I gave it 5 stars. When I wash it clean from my mind and watch it again. I'll be able to assess its many levels, achievements and flaws. But as a film about loss. It's superbly layered and surprisingly effective and therefore I say it's pretty much succeeded on a human level. For something with a massive green dude in spectacles and fat Thor in it, that's saying something.",CAST#PERFORMANCE,Positive
"Good movie, I hated to see what happened to Ironman in the end.",CAST#PERFORMANCE,Positive
"Could've had it if it had more action scenes. Definitely needs more tense and less talking with no time traveling that 98% of the people expected. Otherwise they did a great job with characters even tho, Hawkeye. But anyways great movie",CAST#PERFORMANCE,Positive
Best super hero movie so far.  Wrapping up the Thanos story and leading to the next phase of movies and heroesI don't read the comic books.the MCU movies are done very well,CAST#PERFORMANCE,Positive
Best super hero movie so far.  Wrapping up the Thanos story and leading to the next phase of movies and heroesI don't read the comic books.the MCU movies are done very well,CAST#PERFORMANCE,Positive
"I have heard a lot of complaints about pandering to the masses,  but I think that the creators of the MCU tried to honor the fans. I have seen this 4 times in the theater. I haven't done that since the original release of Return of the Jedi.",CAST#PERFORMANCE,Positive
"Took two of my boys to see it and we loved it!  It was long... and I may or may not have dozed off for about 15 minutes in the middle... but I picked up right where I left off upon awakening )  LOTS to follow in this movie... can be confusing at times...but it definitely doesn't take away from the overall movie.  Very emotional scenes towards the end.  Love these characters... loved the movie and highly recommend it!PS - Chris Pratt and his ""new crew"" are a MUST for a future movie )",CAST#PERFORMANCE,Positive
